codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
51472,INCIDENTE,SÃO PAULO,SP,SBMT,14/05/2014,20:20:00,0,1,NÃO
51473,INCIDENTE,FORTALEZA,CE,SBFZ,14/05/2014,11:15:00,0,1,NÃO
51474,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,15/05/2014,13:48:00,0,1,NÃO
51475,INCIDENTE,TABATINGA,AM,SBTT,16/05/2014,15:05:00,0,1,NÃO
51477,INCIDENTE,SANTARÉM,PA,SBSN,16/05/2014,12:10:00,0,1,NÃO
51453,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,17/05/2014,11:53:00,0,1,NÃO
51478,INCIDENTE,JUNDIAÍ,SP,SBJD,17/05/2014,18:42:00,0,1,NÃO
51479,INCIDENTE,LONDRINA,PR,SBLO,18/05/2014,20:46:00,0,1,NÃO
51436,ACIDENTE,BRASÍLIA,DF,****,19/05/2014,18:00:00,0,2,NÃO
51413,ACIDENTE,ITAMARAJU,BA,****,21/05/2014,18:00:00,0,1,NÃO
51480,INCIDENTE,BELO HORIZONTE,MG,SBBH,21/05/2014,21:50:00,0,1,NÃO
51541,INCIDENTE,MANAUS,AM,SBEG,21/05/2014,15:20:00,0,1,NÃO
51454,INCIDENTE,PALMAS,TO,****,22/05/2014,04:13:00,0,1,NÃO
51481,INCIDENTE,ANÁPOLIS,GO,SBAN,27/05/2014,11:55:00,0,1,NÃO
51438,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,28/05/2014,13:25:00,0,1,NÃO
51482,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,29/05/2014,13:32:00,0,1,NÃO
51542,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,29/05/2014,22:37:00,0,1,NÃO
51414,ACIDENTE,COARI,AM,SBUY,30/05/2014,02:16:00,6,1,NÃO
51535,ACIDENTE,SCHROEDER,SC,****,31/05/2014,17:46:00,0,1,NÃO
51543,INCIDENTE,BELÉM,PA,SBBE,31/05/2014,08:25:00,0,1,NÃO
51544,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,31/05/2014,15:25:00,0,1,SIM
51545,INCIDENTE,RECIFE,PE,SBRF,01/06/2014,00:45:00,0,1,NÃO
51719,INCIDENTE,GUARULHOS,SP,SBGR,01/06/2014,18:00:00,0,1,NÃO
51538,INCIDENTE,COARI,AM,****,03/06/2014,14:10:00,0,1,NÃO
51546,INCIDENTE,TEFÉ,AM,SBTF,03/06/2014,18:10:00,0,1,NÃO
51536,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,06/06/2014,16:38:00,0,1,SIM
51547,INCIDENTE,BELO HORIZONTE,MG,SBBH,06/06/2014,14:36:00,0,1,NÃO
51416,ACIDENTE,ARUANÃ,GO,****,07/06/2014,04:27:00,2,1,NÃO
51517,ACIDENTE,NOVA ANDRADINA,MS,****,07/06/2014,11:00:00,0,1,NÃO
51531,ACIDENTE,MAIRIPORÃ,SP,****,07/06/2014,14:50:00,0,1,NÃO
51532,ACIDENTE,ITAITUBA,PA,****,07/06/2014,13:00:00,0,1,NÃO
51537,INCIDENTE GRAVE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,08/06/2014,14:00:00,0,1,NÃO
51539,INCIDENTE,BRASÍLIA,DF,SBBR,08/06/2014,17:05:00,0,1,NÃO
51548,INCIDENTE,TABATINGA,AM,SBTT,08/06/2014,17:34:00,0,1,NÃO
51549,INCIDENTE,MARINGÁ,PR,SBMG,08/06/2014,21:20:00,0,1,NÃO
51570,INCIDENTE,BELÉM,PA,SBBE,08/06/2014,23:17:00,5,1,NÃO
51550,INCIDENTE,BELÉM,PA,SBBE,10/06/2014,16:30:00,0,1,NÃO
51533,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,11/06/2014,15:15:00,0,1,NÃO
51551,INCIDENTE,ITÁPOLIS,SP,SDIO,11/06/2014,22:30:00,0,1,NÃO
51552,INCIDENTE,BELÉM,PA,SBBE,11/06/2014,21:50:00,0,1,NÃO
51553,INCIDENTE,PARINTINS,AM,SWPI,11/06/2014,16:54:00,0,1,NÃO
51534,ACIDENTE,ARUANÃ,GO,SWNH,13/06/2014,10:47:00,3,1,SIM
51554,INCIDENTE,JUNDIAÍ,SP,SBJD,14/06/2014,15:30:00,0,1,NÃO
51555,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,14/06/2014,04:35:00,0,1,NÃO
51540,INCIDENTE,NOVA GRANADA,SP,****,15/06/2014,19:50:00,0,1,NÃO
51556,INCIDENTE,BELÉM,PA,SBBE,15/06/2014,21:41:00,0,1,NÃO
51567,ACIDENTE,OUROESTE,SP,****,17/06/2014,18:00:00,0,1,NÃO
51557,INCIDENTE,MANAUS,AM,SBEG,18/06/2014,05:36:00,0,1,NÃO
51559,INCIDENTE,PETROLINA,PE,SBPL,18/06/2014,19:33:00,0,1,NÃO
51568,INCIDENTE GRAVE,MANAUS,AM,SWFN,19/06/2014,14:02:00,0,1,SIM
51653,ACIDENTE,CRUZ ALTA,RS,SSAK,19/06/2014,19:00:00,1,2,NÃO
51691,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,20/06/2014,11:30:00,0,1,NÃO
51558,INCIDENTE,DOURADOS,MS,****,21/06/2014,18:28:00,0,1,NÃO
51673,INCIDENTE GRAVE,SANTANA DO LIVRAMENTO,RS,SSZW,23/06/2014,13:45:00,0,1,NÃO
51692,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,23/06/2014,12:40:00,0,1,NÃO
51591,INCIDENTE,GOIÂNIA,GO,SBGO,24/06/2014,21:00:00,0,1,NÃO
51592,INCIDENTE,PARINTINS,AM,SWPI,24/06/2014,02:50:00,0,1,NÃO
51693,INCIDENTE,LONDRINA,PR,SBLO,25/06/2014,07:39:00,0,1,NÃO
51571,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,27/06/2014,14:28:00,0,1,NÃO
51731,ACIDENTE,FORTALEZA,CE,****,27/06/2014,14:30:00,0,1,NÃO
51757,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,27/06/2014,15:30:00,0,1,NÃO
51593,INCIDENTE,MANAQUIRI,AM,****,29/06/2014,20:40:00,0,1,NÃO
51596,ACIDENTE,ITAÍ,SP,****,30/06/2014,21:00:00,0,1,NÃO
51654,ACIDENTE,CARAZINHO,RS,SSIJ,30/06/2014,21:12:00,0,1,NÃO
51674,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBBH,30/06/2014,15:36:00,3,1,NÃO
51694,INCIDENTE,RIO BRANCO,AC,SBRB,01/07/2014,17:48:00,0,1,NÃO
51695,INCIDENTE,SÃO PAULO,SP,SBSP,02/07/2014,18:17:00,0,1,NÃO
51594,INCIDENTE,CAMPINAS,SP,SBKP,03/07/2014,13:30:00,0,1,NÃO
51597,ACIDENTE,FLORIANÓPOLIS,SC,SBFL,03/07/2014,17:19:00,1,1,SIM
51711,INCIDENTE,CAMPINAS,SP,SBKP,03/07/2014,15:10:00,0,1,NÃO
51712,INCIDENTE,BAURU,SP,SBBU,03/07/2014,16:55:00,0,1,NÃO
51713,INCIDENTE,BELÉM,PA,SBBE,03/07/2014,19:58:00,0,1,NÃO
51672,ACIDENTE,ARACAJU,SE,SNAU,04/07/2014,18:52:00,0,1,NÃO
51655,ACIDENTE,BOA VISTA DO RAMOS,AM,****,05/07/2014,12:10:00,1,1,NÃO
51656,ACIDENTE,GUARARAPES,SP,SIJG,05/07/2014,14:00:00,0,1,NÃO
51675,INCIDENTE GRAVE,PETROLINA DE GOIÁS,GO,****,05/07/2014,14:40:00,0,1,NÃO
51754,ACIDENTE,UBATUBA,SP,****,05/07/2014,18:30:00,0,1,NÃO
51765,INCIDENTE,MANAUS,AM,****,05/07/2014,13:57:00,0,1,NÃO
51766,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,05/07/2014,19:30:00,0,1,NÃO
51753,ACIDENTE,BARRA DO BUGRES,MT,SWBB,06/07/2014,19:05:00,0,1,SIM
51756,INCIDENTE GRAVE,ANÁPOLIS,GO,****,07/07/2014,12:46:00,0,1,NÃO
51734,INCIDENTE,SALVADOR,BA,SBSV,08/07/2014,19:32:00,0,1,NÃO
51764,INCIDENTE,GUARULHOS,SP,SBGR,08/07/2014,15:29:00,0,1,NÃO
51763,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,09/07/2014,08:51:00,0,1,NÃO
51671,ACIDENTE,MONTENEGRO,RS,SSNG,10/07/2014,15:00:00,1,1,SIM
51761,INCIDENTE,ALTO ALEGRE,RR,SWUQ,10/07/2014,14:15:00,0,1,NÃO
51762,INCIDENTE,SÃO LUÍS,MA,SBSL,10/07/2014,16:33:00,0,1,NÃO
51676,INCIDENTE GRAVE,MARANGUAPE,CE,****,11/07/2014,13:00:00,0,1,NÃO
51760,INCIDENTE,RIO DE JANEIRO,RJ,SDRE,11/07/2014,21:50:00,0,1,NÃO
51720,ACIDENTE,BARREIRINHAS,MA,SSRS,12/07/2014,20:00:00,0,1,NÃO
51755,INCIDENTE GRAVE,SANTA MÔNICA,PR,****,12/07/2014,13:30:00,0,1,SIM
51759,INCIDENTE,ANGRA DOS REIS,RJ,SDAG,14/07/2014,19:25:00,0,1,NÃO
51716,ACIDENTE,NOVO AIRÃO,AM,****,16/07/2014,15:15:00,0,1,NÃO
51735,INCIDENTE,GOIÂNIA,GO,SBGO,16/07/2014,19:58:00,0,1,NÃO
52298,INCIDENTE,GUARULHOS,SP,****,16/07/2014,15:20:00,0,1,NÃO
51732,INCIDENTE,MARABÁ,PA,SBMA,18/07/2014,20:34:00,0,1,NÃO
51741,INCIDENTE,CONFINS,MG,****,19/07/2014,14:30:00,0,1,NÃO
51752,ACIDENTE,BEBEDOURO,SP,SDBB,19/07/2014,18:10:00,0,1,NÃO
51733,INCIDENTE,LONDRINA,PR,SBLO,20/07/2014,11:20:00,0,1,NÃO
52539,INCIDENTE,RIO CLARO,SP,****,20/07/2014,19:30:00,0,2,NÃO
51758,INCIDENTE,CAMPINAS,SP,SBKP,22/07/2014,19:35:00,0,1,NÃO
51740,INCIDENTE,LAURO DE FREITAS,BA,SBSV,23/07/2014,19:48:00,0,1,NÃO
52283,ACIDENTE,BARREIRAS,BA,****,24/07/2014,13:30:00,0,1,NÃO
52300,INCIDENTE,CURITIBA,PR,****,24/07/2014,13:16:00,0,1,NÃO
51751,ACIDENTE,NOVO PROGRESSO,PA,****,25/07/2014,11:53:00,0,1,NÃO
52301,INCIDENTE,CONFINS,MG,SBCF,25/07/2014,21:40:00,0,1,NÃO
51991,ACIDENTE,FOZ DO IGUAÇU,PR,****,28/07/2014,17:30:00,0,1,NÃO
52302,INCIDENTE,CAMPINAS,SP,SBKP,01/08/2014,01:01:00,0,1,NÃO
52303,INCIDENTE,MANAUS,AM,****,01/08/2014,14:48:00,0,1,NÃO
78819,INCIDENTE GRAVE,CAMPO GRANDE,MS,SSIE,01/08/2014,21:05:00,0,1,NÃO
52571,INCIDENTE,GRAVATÁ,PE,****,02/08/2014,13:30:00,0,1,NÃO
52262,ACIDENTE,BALSAS,MA,****,03/08/2014,09:10:00,0,1,NÃO
52304,INCIDENTE,RIO CLARO,SP,SDED,04/08/2014,19:00:00,0,1,NÃO
52263,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,05/08/2014,18:30:00,0,1,NÃO
52305,INCIDENTE,ILHÉUS,BA,SBIL,05/08/2014,19:45:00,0,1,NÃO
52306,INCIDENTE,JUNDIAÍ,SP,SBJD,06/08/2014,19:00:00,0,1,SIM
52307,INCIDENTE,GUARULHOS,SP,SBGR,08/08/2014,15:53:00,0,1,NÃO
52264,ACIDENTE,CAMPINAS,SP,SDAM,11/08/2014,20:52:00,0,1,NÃO
52286,INCIDENTE GRAVE,CURITIBA,PR,SBBI,11/08/2014,11:15:00,0,1,NÃO
52308,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,11/08/2014,16:37:00,0,1,NÃO
52309,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,11/08/2014,19:49:00,0,1,NÃO
52265,ACIDENTE,SANTOS,SP,****,13/08/2014,13:03:00,13,1,NÃO
52310,INCIDENTE,BRASÍLIA,DF,SBBR,13/08/2014,10:45:00,0,1,NÃO
52287,INCIDENTE GRAVE,COARI,AM,****,16/08/2014,11:57:00,0,1,NÃO
52288,INCIDENTE GRAVE,SÃO JOÃO DA BOA VISTA,SP,****,16/08/2014,19:08:00,0,2,NÃO
52311,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,16/08/2014,15:23:00,0,1,NÃO
52289,INCIDENTE GRAVE,BRASÍLIA,DF,****,17/08/2014,15:05:00,0,1,NÃO
52290,INCIDENTE GRAVE,REDENÇÃO,PA,SNDC,19/08/2014,17:00:00,0,1,SIM
52291,INCIDENTE GRAVE,BELÉM,PA,SBBE,19/08/2014,08:45:00,0,1,NÃO
52292,INCIDENTE GRAVE,RIO CLARO,SP,SDRK,20/08/2014,16:50:00,0,1,SIM
52293,INCIDENTE GRAVE,UIRAMUTÃ,RR,SWPD,20/08/2014,18:57:00,0,1,SIM
52312,INCIDENTE,BELO HORIZONTE,MG,SBPR,20/08/2014,14:02:00,0,1,NÃO
52284,ACIDENTE,ANGRA DOS REIS,RJ,SDAG,22/08/2014,14:30:00,0,1,NÃO
52271,ACIDENTE,GOIANIRA,GO,****,23/08/2014,13:30:00,1,1,NÃO
52273,ACIDENTE,FORTALEZA,CE,SNFE,23/08/2014,17:34:00,0,1,NÃO
52285,INCIDENTE GRAVE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,23/08/2014,15:40:00,0,1,NÃO
52313,INCIDENTE,BELÉM,PA,SBBE,23/08/2014,12:15:00,0,1,NÃO
53113,INCIDENTE GRAVE,CAMPO GRANDE,MS,****,23/08/2014,02:43:00,0,1,NÃO
52314,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,24/08/2014,17:55:00,0,1,NÃO
52315,INCIDENTE,NAZARÉ PAULISTA,SP,****,24/08/2014,19:00:00,0,1,NÃO
52296,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,25/08/2014,16:10:00,0,1,NÃO
52316,INCIDENTE,CAMPINA GRANDE,PB,SBKG,25/08/2014,10:24:00,0,1,NÃO
52317,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,25/08/2014,12:15:00,0,1,NÃO
52274,ACIDENTE,PIRAJUÍ,SP,****,27/08/2014,09:50:00,2,1,NÃO
52811,ACIDENTE,CAJAMAR,SP,****,27/08/2014,15:10:00,0,1,NÃO
52275,ACIDENTE,MUCAJAÍ,RR,****,28/08/2014,14:40:00,0,1,SIM
52318,INCIDENTE,CAMPINAS,SP,SBKP,28/08/2014,12:10:00,0,1,NÃO
52331,INCIDENTE,GOIÂNIA,GO,SBGO,29/08/2014,13:36:00,0,1,NÃO
52276,ACIDENTE,CUMARU DO NORTE,PA,****,30/08/2014,13:10:00,0,1,NÃO
52277,ACIDENTE,CURITIBA,PR,SBBI,30/08/2014,16:24:00,0,1,NÃO
52332,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,30/08/2014,12:07:00,0,1,NÃO
52278,ACIDENTE,CANDÓI,PR,****,31/08/2014,19:50:00,0,1,NÃO
52343,INCIDENTE,LONDRINA,PR,SBLO,31/08/2014,18:00:00,0,2,NÃO
52631,ACIDENTE,MARINGÁ,PR,SBMG,31/08/2014,14:15:00,0,1,NÃO
52295,INCIDENTE GRAVE,MANAUS,AM,SBEG,01/09/2014,12:57:00,1,1,NÃO
52333,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,01/09/2014,09:25:00,0,1,NÃO
52334,INCIDENTE,CUIABÁ,MT,****,01/09/2014,20:30:00,0,1,NÃO
52335,INCIDENTE,MACEIÓ,AL,SBMO,02/09/2014,19:35:00,0,1,NÃO
52674,ACIDENTE,PIRACURUCA,PI,****,02/09/2014,19:00:00,0,1,NÃO
52297,INCIDENTE,RONDONÓPOLIS,MT,SWRD,04/09/2014,19:55:00,0,1,NÃO
52336,INCIDENTE,EIRUNEPÉ,AM,SWEI,04/09/2014,13:20:00,0,1,NÃO
52279,ACIDENTE,TANGARÁ DA SERRA,MT,SDVI,07/09/2014,16:00:00,3,1,NÃO
52572,INCIDENTE,FORTALEZA,CE,SBFZ,08/09/2014,11:45:00,0,1,NÃO
52280,ACIDENTE,LENÇÓIS,BA,****,10/09/2014,16:05:00,0,1,NÃO
52591,INCIDENTE,CAMPINAS,SP,SDAM,10/09/2014,20:50:00,0,1,NÃO
52337,INCIDENTE,SÃO PAULO,SP,SBSP,11/09/2014,21:30:00,0,1,NÃO
52592,INCIDENTE,PARAUAPEBAS,PA,SBCJ,11/09/2014,21:30:00,0,1,NÃO
52281,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,12/09/2014,19:41:00,0,1,NÃO
52231,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,13/09/2014,21:14:00,0,1,SIM
52338,INCIDENTE,BRASÍLIA,DF,SBBR,13/09/2014,18:30:00,0,1,NÃO
52282,ACIDENTE,BOA VISTA DO TUPIM,BA,****,15/09/2014,18:15:00,0,1,NÃO
52594,INCIDENTE,SÃO PAULO,SP,SBMT,15/09/2014,17:15:00,0,1,NÃO
52595,INCIDENTE,MARABÁ,PA,SBMA,15/09/2014,15:30:00,0,1,NÃO
52551,INCIDENTE GRAVE,BELÉM,PA,SBJC,16/09/2014,12:00:00,0,1,SIM
52344,INCIDENTE,BELO HORIZONTE,MG,SBBH,17/09/2014,18:23:00,0,1,NÃO
52345,INCIDENTE,SANTA CRUZ DO SUL,RS,SSSC,17/09/2014,15:45:00,0,2,NÃO
52597,INCIDENTE,UBERLÂNDIA,MG,****,17/09/2014,15:10:00,0,1,NÃO
52598,INCIDENTE,MARABÁ,PA,SBMA,17/09/2014,19:20:00,0,1,NÃO
52599,INCIDENTE,GOIÂNIA,GO,****,18/09/2014,14:15:00,0,1,NÃO
52600,INCIDENTE,LONDRINA,PR,SBLO,18/09/2014,23:07:00,0,1,NÃO
52531,ACIDENTE,FORMOSA,GO,SWFR,19/09/2014,16:30:00,0,1,NÃO
52340,ACIDENTE,FAMA,MG,****,20/09/2014,15:00:00,1,1,NÃO
52346,INCIDENTE,SALVADOR,BA,SBSV,20/09/2014,16:20:00,0,1,NÃO
52341,ACIDENTE,VERANÓPOLIS,RS,****,21/09/2014,19:30:00,0,1,NÃO
52532,ACIDENTE,PINHÃO,PR,****,21/09/2014,19:00:00,0,1,NÃO
52611,INCIDENTE,SALVADOR,BA,SBSV,21/09/2014,18:23:00,0,1,NÃO
52613,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,21/09/2014,13:43:00,0,1,NÃO
52342,ACIDENTE,BAURU,SP,SBBU,22/09/2014,17:00:00,0,1,NÃO
52552,INCIDENTE GRAVE,PORTO SEGURO,BA,SBPS,22/09/2014,16:19:00,1,1,SIM
52533,ACIDENTE,SINOP,MT,****,23/09/2014,18:30:00,0,1,NÃO
52553,INCIDENTE GRAVE,SENADOR JOSÉ PORFÍRIO,PA,SDWV,23/09/2014,20:30:00,0,1,SIM
52614,INCIDENTE,UBERABA,MG,SBUR,24/09/2014,13:00:00,0,2,NÃO
52693,INCIDENTE GRAVE,BARRA DO RIBEIRO,RS,****,24/09/2014,16:00:00,0,1,NÃO
52596,ACIDENTE,CONFINS,MG,SBCF,25/09/2014,23:58:00,0,1,NÃO
52615,INCIDENTE,BRASÍLIA,DF,****,25/09/2014,19:35:00,0,1,NÃO
52617,INCIDENTE,TERESINA,PI,SBTE,27/09/2014,19:30:00,0,1,NÃO
52618,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,27/09/2014,12:57:00,0,1,NÃO
52536,ACIDENTE,RIO DE JANEIRO,RJ,****,28/09/2014,17:30:00,0,1,NÃO
52537,ACIDENTE,ITAQUI,RS,****,29/09/2014,19:30:00,0,1,NÃO
52554,INCIDENTE GRAVE,VÁRZEA GRANDE,MT,SBCY,30/09/2014,11:15:00,0,1,SIM
52620,INCIDENTE,SANTARÉM,PA,SBSN,30/09/2014,11:47:00,0,1,NÃO
52621,INCIDENTE,SÃO PAULO,SP,SBSP,30/09/2014,11:00:00,0,1,NÃO
52538,ACIDENTE,BOQUIRA,BA,SNBO,01/10/2014,14:30:00,1,1,SIM
52622,INCIDENTE,ARAGUAÍNA,TO,SWGN,03/10/2014,11:00:00,0,1,NÃO
52623,INCIDENTE,RIO BRANCO,AC,SBRB,03/10/2014,18:58:00,0,1,NÃO
52714,INCIDENTE,RIBEIRÃO PRETO,SP,****,03/10/2014,20:00:00,0,1,NÃO
52715,INCIDENTE,BRASÍLIA,DF,SBBR,04/10/2014,18:10:00,0,1,NÃO
52632,ACIDENTE,SENA MADUREIRA,AC,****,05/10/2014,12:00:00,0,1,NÃO
52716,INCIDENTE,BELO HORIZONTE,MG,SBBH,05/10/2014,11:47:00,0,1,NÃO
52624,INCIDENTE,CAMPINAS,SP,SBKP,06/10/2014,13:18:00,0,1,NÃO
52717,INCIDENTE,JUNDIAÍ,SP,SBJD,06/10/2014,16:00:00,0,1,NÃO
52718,INCIDENTE,SALVADOR,BA,SBSV,07/10/2014,14:40:00,0,1,NÃO
52719,INCIDENTE,PORTO ALEGRE,RS,SBPA,07/10/2014,21:40:00,0,1,NÃO
52633,ACIDENTE,MARAU,RS,****,08/10/2014,12:00:00,0,1,NÃO
52720,INCIDENTE,SÃO PAULO,SP,****,08/10/2014,16:00:00,0,1,NÃO
52634,ACIDENTE,PARAGUAÇU PAULISTA,SP,****,09/10/2014,11:40:00,1,1,NÃO
52699,INCIDENTE,BRASÍLIA,DF,SBBR,09/10/2014,20:10:00,5,1,NÃO
52721,INCIDENTE,CRUZEIRO DO SUL,AC,SBCZ,09/10/2014,14:40:00,0,1,NÃO
52722,INCIDENTE,SANTARÉM,PA,SBSN,09/10/2014,14:38:00,0,1,NÃO
52635,ACIDENTE,JUATUBA,MG,****,10/10/2014,18:00:00,1,1,NÃO
52723,INCIDENTE,SÃO PAULO,SP,****,10/10/2014,10:00:00,0,1,NÃO
52636,ACIDENTE,TATUÍ,SP,SDTF,11/10/2014,16:18:00,2,1,SIM
52724,INCIDENTE,CAMPINAS,SP,****,14/10/2014,14:30:00,0,1,NÃO
52725,INCIDENTE,CARAUARI,AM,SWCA,14/10/2014,19:20:00,0,1,NÃO
52637,ACIDENTE,BOITUVA,SP,SDOI,16/10/2014,20:30:00,0,1,NÃO
52726,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,16/10/2014,22:10:00,0,1,NÃO
52638,ACIDENTE,JUATUBA,MG,****,17/10/2014,20:30:00,0,1,NÃO
52727,INCIDENTE,SANTARÉM,PA,SBSN,17/10/2014,10:27:00,0,1,NÃO
52639,ACIDENTE,MANOEL URBANO,AC,SSPX,19/10/2014,20:05:00,0,1,SIM
52728,INCIDENTE,SÃO LUÍS,MA,SBSL,20/10/2014,20:33:00,0,1,NÃO
52640,ACIDENTE,CAMPO GRANDE,MS,SBCG,22/10/2014,14:01:00,2,1,NÃO
52672,ACIDENTE,ELDORADO DO SUL,RS,SIXE,22/10/2014,13:20:00,0,1,NÃO
52694,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,23/10/2014,16:00:00,1,1,SIM
52691,INCIDENTE GRAVE,SANTANA DO PARAÍSO,MG,****,24/10/2014,15:35:00,0,1,NÃO
52729,INCIDENTE,MARABÁ,PA,SBMA,24/10/2014,12:13:00,0,1,NÃO
52651,ACIDENTE,RORAINÓPOLIS,RR,****,26/10/2014,17:30:00,1,1,NÃO
52695,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBPR,26/10/2014,17:45:00,0,1,SIM
52652,ACIDENTE,CAMPINA GRANDE DO SUL,PR,****,27/10/2014,16:30:00,0,1,NÃO
52730,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,27/10/2014,12:47:00,0,1,NÃO
52653,INCIDENTE GRAVE,MANAUS,AM,SWFN,28/10/2014,14:45:00,0,1,SIM
52696,INCIDENTE GRAVE,ATIBAIA,SP,SDTB,28/10/2014,18:20:00,0,1,NÃO
52731,INCIDENTE,CUIABÁ,MT,****,31/10/2014,23:30:00,0,1,NÃO
52654,ACIDENTE,IGARASSU,PE,SIFC,01/11/2014,13:50:00,0,1,NÃO
52751,INCIDENTE,GUARULHOS,SP,SBGR,01/11/2014,22:50:00,0,1,NÃO
52752,INCIDENTE,SÃO PAULO,SP,SBMT,02/11/2014,11:30:00,0,1,NÃO
52753,INCIDENTE,MARINGÁ,PR,****,02/11/2014,20:00:00,0,1,NÃO
52697,INCIDENTE GRAVE,MARINGÁ,RJ,,02/11/2014,20:00:00,0,1,NÃO
52933,INCIDENTE,MARINGÁ,PR,****,03/11/2014,17:28:00,0,1,NÃO
52754,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,04/11/2014,03:18:00,0,1,NÃO
52700,INCIDENTE,UBERLÂNDIA,MG,SBUL,07/11/2014,17:30:00,0,1,NÃO
52673,ACIDENTE,TERESINA,PI,****,08/11/2014,20:50:00,0,1,NÃO
52755,INCIDENTE,PORTO ALEGRE,RS,SBPA,08/11/2014,15:31:00,0,1,NÃO
52692,INCIDENTE GRAVE,MARINGÁ,PR,SBMG,09/11/2014,17:00:00,0,1,SIM
52815,ACIDENTE,MACARANI,BA,****,10/11/2014,16:23:00,0,1,NÃO
52956,INCIDENTE,GUARULHOS,SP,SBGR,11/11/2014,15:00:00,0,1,NÃO
52757,INCIDENTE,SÃO PAULO,SP,SBMT,12/11/2014,13:19:00,0,1,NÃO
52968,INCIDENTE,SANTARÉM,PA,SBSN,12/11/2014,16:30:00,0,1,NÃO
52758,INCIDENTE,ARAPONGAS,PR,****,13/11/2014,16:20:00,0,1,NÃO
52759,INCIDENTE,JUAZEIRO DO NORTE,CE,SBJU,13/11/2014,14:20:00,0,1,NÃO
52950,INCIDENTE,CORNÉLIO PROCÓPIO,PR,SSCP,14/11/2014,11:30:00,0,1,NÃO
52698,INCIDENTE GRAVE,CORREIA PINTO,SC,SBLJ,15/11/2014,17:10:00,0,1,NÃO
52671,ACIDENTE,CIDADE GAÚCHA,PR,****,17/11/2014,17:58:00,3,1,NÃO
52713,INCIDENTE,JUNDIAÍ,SP,SBJD,18/11/2014,18:30:00,0,1,NÃO
52760,INCIDENTE,LONDRINA,PR,SBLO,18/11/2014,22:30:00,0,1,NÃO
52675,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,19/11/2014,11:25:00,0,1,NÃO
52761,INCIDENTE,CONFINS,MG,SBCF,19/11/2014,20:40:00,0,1,NÃO
52762,INCIDENTE,BELÉM,PA,SBBE,19/11/2014,20:20:00,0,1,NÃO
52763,INCIDENTE,JUNDIAÍ,SP,SBJD,20/11/2014,12:46:00,0,1,NÃO
53437,ACIDENTE,SANTA ISABEL DO IVAÍ,PR,****,21/11/2014,10:05:00,0,1,NÃO
52847,INCIDENTE,MANAUS,AM,****,24/11/2014,11:05:00,0,1,NÃO
52848,INCIDENTE,SALVADOR,BA,****,25/11/2014,20:50:00,0,1,NÃO
52846,INCIDENTE,MACAÉ,RJ,SBME,27/11/2014,11:20:00,0,1,NÃO
52849,INCIDENTE,RIO DE JANEIRO,RJ,****,27/11/2014,03:00:00,0,1,NÃO
52850,INCIDENTE,PORTO ALEGRE,RS,****,27/11/2014,04:43:00,0,1,NÃO
