codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
44838,ACIDENTE,ILHÉUS,BA,SBIL,14/07/2011,00:35:00,6,1,SIM
44851,INCIDENTE,PORTO ALEGRE,RS,SBPA,14/07/2011,09:00:00,0,1,NÃO
44834,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,15/07/2011,16:21:00,0,1,NÃO
44836,INCIDENTE,MANAUS,AM,SBEG,15/07/2011,15:51:00,0,1,NÃO
44855,ACIDENTE,JARAGUÁ DO SUL,SC,****,15/07/2011,12:25:00,1,1,NÃO
44863,INCIDENTE,FORTALEZA,CE,****,15/07/2011,13:28:00,0,1,NÃO
44888,INCIDENTE GRAVE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,15/07/2011,17:05:00,11,1,NÃO
44906,INCIDENTE,CABO FRIO,RJ,****,15/07/2011,16:48:00,0,1,NÃO
44935,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,15/07/2011,09:21:00,0,1,NÃO
44975,ACIDENTE,DIANÓPOLIS,TO,****,15/07/2011,13:45:00,0,1,NÃO
44845,INCIDENTE GRAVE,GOIÂNIA,GO,SWNV,16/07/2011,13:00:00,0,1,NÃO
44856,INCIDENTE,NÃO IDENTIFICADA,AM,****,16/07/2011,08:57:00,0,1,NÃO
44853,ACIDENTE,CAJAMAR,SP,****,18/07/2011,12:50:00,2,1,NÃO
44858,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,19/07/2011,20:50:00,0,1,NÃO
44887,INCIDENTE GRAVE,MARITUBA,PA,****,19/07/2011,16:30:00,0,1,NÃO
45011,ACIDENTE,ALFENAS,MG,****,19/07/2011,18:45:00,0,1,NÃO
44881,ACIDENTE,PONTA GROSSA,PR,SSZW,20/07/2011,20:00:00,1,1,NÃO
44890,INCIDENTE,POÇOS DE CALDAS,MG,****,20/07/2011,10:27:00,0,1,NÃO
44942,ACIDENTE,PIRAQUARA,PR,****,20/07/2011,19:30:00,0,1,NÃO
44965,INCIDENTE,GUARULHOS,SP,****,20/07/2011,03:00:00,0,1,NÃO
45005,INCIDENTE,GOIÂNIA,GO,SBGO,20/07/2011,12:33:00,0,1,SIM
45008,INCIDENTE,BRASÍLIA,DF,****,20/07/2011,20:00:00,0,1,NÃO
44884,INCIDENTE,MACAÉ,RJ,SBME,21/07/2011,10:35:00,0,1,NÃO
44878,ACIDENTE,CURIONÓPOLIS,PA,****,22/07/2011,18:30:00,1,1,NÃO
44891,INCIDENTE,PASSO FUNDO,RS,SBPF,22/07/2011,16:29:00,0,1,NÃO
45010,INCIDENTE,MONTES CLAROS,MG,****,23/07/2011,13:33:00,0,1,NÃO
44879,ACIDENTE,OSASCO,SP,****,25/07/2011,17:25:00,0,1,NÃO
44907,INCIDENTE,PORTO ALEGRE,RS,SBPA,25/07/2011,13:37:00,0,1,NÃO
45007,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,25/07/2011,15:54:00,0,1,NÃO
44880,ACIDENTE,GOIÂNIA,GO,SWNV,26/07/2011,12:00:00,0,1,NÃO
44897,INCIDENTE,VITÓRIA,ES,SBVT,26/07/2011,10:02:00,0,1,NÃO
45403,ACIDENTE,ATIBAIA,SP,SDTB,30/07/2011,20:30:00,0,1,NÃO
44955,INCIDENTE,CAMPO GRANDE,MS,SBCG,31/07/2011,20:45:00,0,1,NÃO
44951,INCIDENTE,RIO DE JANEIRO,RJ,****,01/08/2011,23:20:00,0,1,NÃO
44974,INCIDENTE,RIO BRANCO,AC,****,01/08/2011,15:56:00,0,1,NÃO
44885,ACIDENTE,BELO HORIZONTE,MG,****,02/08/2011,13:02:00,3,1,NÃO
44939,INCIDENTE,SÃO PAULO,SP,****,02/08/2011,20:00:00,0,1,NÃO
44901,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,03/08/2011,11:48:00,0,1,NÃO
44964,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,04/08/2011,12:30:00,0,1,NÃO
44902,INCIDENTE,JUNDIAÍ,SP,SBJD,05/08/2011,23:55:00,0,1,NÃO
44957,INCIDENTE,SOROCABA,SP,****,05/08/2011,18:30:00,0,1,NÃO
44903,INCIDENTE GRAVE,SOROCABA,SP,****,06/08/2011,19:40:00,0,1,NÃO
44921,INCIDENTE,GOIÂNIA,GO,SBGO,06/08/2011,19:18:00,0,1,NÃO
44959,INCIDENTE,CURITIBA,PR,****,06/08/2011,21:20:00,0,1,NÃO
44920,INCIDENTE,TABATINGA,AM,****,07/08/2011,00:20:00,0,1,NÃO
45059,ACIDENTE,MARINGÁ,PR,****,07/08/2011,20:20:00,0,1,NÃO
44990,INCIDENTE,CARAUARI,AM,****,08/08/2011,16:40:00,3,1,NÃO
44924,ACIDENTE,SÃO CARLOS,SP,****,09/08/2011,14:00:00,0,1,NÃO
44999,INCIDENTE,RIBEIRÃO PRETO,SP,****,09/08/2011,20:00:00,0,1,NÃO
44917,INCIDENTE,ALTA FLORESTA,MT,****,10/08/2011,16:54:00,0,1,NÃO
44927,INCIDENTE,CONFINS,MG,****,10/08/2011,10:55:00,0,1,NÃO
44926,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBPR,11/08/2011,13:01:00,0,1,NÃO
44988,ACIDENTE,AMAJARI,RR,****,11/08/2011,17:00:00,4,1,NÃO
44945,INCIDENTE,RIO DE JANEIRO,RJ,****,12/08/2011,16:50:00,0,1,NÃO
44969,INCIDENTE GRAVE,LONDRINA,PR,SBLO,13/08/2011,19:15:00,0,1,NÃO
45013,INCIDENTE,COARI,AM,****,13/08/2011,03:00:00,0,1,NÃO
44968,INCIDENTE GRAVE,LONDRINA,PR,****,14/08/2011,11:45:00,1,1,SIM
44947,INCIDENTE,SÃO PAULO,SP,****,15/08/2011,14:40:00,0,1,NÃO
44966,ACIDENTE,NOVO LINO,AL,****,15/08/2011,19:00:00,1,1,NÃO
44967,ACIDENTE,PORTO ALEGRE,RS,****,15/08/2011,17:10:00,2,1,SIM
44977,ACIDENTE,RIO DE JANEIRO,RJ,SBJR,16/08/2011,21:10:00,1,1,SIM
44986,ACIDENTE,MACAÉ,RJ,****,19/08/2011,19:45:00,4,1,NÃO
44996,INCIDENTE GRAVE,BELÉM,PA,SBJC,19/08/2011,11:11:00,0,1,SIM
45228,INCIDENTE GRAVE,SÃO JOSÉ,SC,SSKT,19/08/2011,19:50:00,0,1,NÃO
44995,ACIDENTE,MIRANDA,MS,****,20/08/2011,20:00:00,0,1,NÃO
45012,INCIDENTE,GOIÂNIA,GO,SWNV,20/08/2011,20:00:00,0,1,NÃO
45222,INCIDENTE GRAVE,CARUARU,PE,****,21/08/2011,11:46:00,0,2,NÃO
44992,INCIDENTE,SÃO PAULO,SP,SBSP,22/08/2011,14:39:00,0,1,NÃO
44993,ACIDENTE,RIO DE JANEIRO,RJ,****,22/08/2011,16:30:00,0,1,NÃO
45001,INCIDENTE,SALVADOR,BA,SBSV,23/08/2011,02:40:00,0,1,NÃO
51797,INCIDENTE,RECIFE,PE,****,23/08/2011,09:06:00,0,1,NÃO
45016,INCIDENTE,SÃO PAULO,SP,SBMT,25/08/2011,23:04:00,0,1,NÃO
45025,ACIDENTE,ANÁPOLIS,GO,****,25/08/2011,18:30:00,1,1,NÃO
51798,INCIDENTE,SANTA CRUZ DO SUL,RS,****,25/08/2011,11:30:00,0,1,NÃO
45003,INCIDENTE,RECIFE,PE,****,26/08/2011,23:50:00,0,1,NÃO
45057,ACIDENTE,JOÃO PESSOA,PB,SNJO,26/08/2011,20:00:00,0,1,NÃO
45102,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,26/08/2011,17:10:00,2,1,NÃO
45128,ACIDENTE,BRASÍLIA,DF,****,27/08/2011,21:00:00,0,1,NÃO
45052,ACIDENTE,IGUATU,CE,SNIG,29/08/2011,10:20:00,5,1,SIM
45056,ACIDENTE,SÃO SEBASTIÃO,SP,****,30/08/2011,11:58:00,3,1,NÃO
45048,ACIDENTE,TIJUCAS DO SUL,PR,****,31/08/2011,18:00:00,3,1,NÃO
51778,INCIDENTE,CABO FRIO,RJ,SBCB,01/09/2011,13:10:00,0,1,NÃO
45055,ACIDENTE,ORLÂNDIA,SP,SDOR,02/09/2011,20:35:00,0,1,NÃO
49058,INCIDENTE,NOVA OLINDA DO NORTE,AM,SWNO,02/09/2011,18:30:00,0,1,NÃO
51801,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,03/09/2011,12:05:00,0,1,NÃO
51807,INCIDENTE,SOROCABA,SP,SDCO,04/09/2011,13:38:00,0,2,NÃO
51774,INCIDENTE,ARAÇATUBA,SP,SBAU,06/09/2011,23:30:00,0,1,NÃO
51806,INCIDENTE,BELO HORIZONTE,MG,SBPR,06/09/2011,12:46:00,0,1,NÃO
45049,ACIDENTE,CONCEIÇÃO DO COITÉ,BA,****,07/09/2011,10:20:00,1,1,NÃO
51808,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,07/09/2011,10:30:00,0,1,NÃO
45050,ACIDENTE,ITOBI,SP,****,09/09/2011,10:00:00,0,1,NÃO
51780,INCIDENTE,GOIÂNIA,GO,SBGO,09/09/2011,12:05:00,0,1,NÃO
45063,ACIDENTE,MANAUS,AM,SWFN,10/09/2011,13:20:00,0,1,NÃO
45065,ACIDENTE,RIO DE JANEIRO,RJ,****,10/09/2011,23:15:00,2,1,NÃO
51809,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,10/09/2011,20:00:00,0,1,NÃO
45090,INCIDENTE GRAVE,SANTA MARIA,RS,SBSM,12/09/2011,15:15:00,3,1,NÃO
45100,INCIDENTE GRAVE,CURITIBA,PR,SBBI,12/09/2011,19:50:00,5,1,SIM
45053,ACIDENTE,ÂNGULO,PR,****,13/09/2011,11:35:00,2,1,NÃO
45106,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,13/09/2011,21:59:00,0,1,NÃO
45047,ACIDENTE,GOIÂNIA,GO,SBGO,14/09/2011,17:10:00,3,1,NÃO
45111,INCIDENTE,BRASÍLIA,DF,****,15/09/2011,11:30:00,0,1,NÃO
51781,INCIDENTE,PATOS DE MINAS,MG,SNPD,16/09/2011,13:30:00,0,2,NÃO
45036,ACIDENTE,COTIA,SP,****,17/09/2011,16:00:00,0,1,NÃO
45071,ACIDENTE,POMPÉU,MG,****,17/09/2011,19:45:00,0,1,NÃO
45072,ACIDENTE,ORLÂNDIA,SP,SDOR,17/09/2011,15:45:00,0,1,SIM
45098,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,17/09/2011,14:45:00,0,1,NÃO
45045,ACIDENTE,JATAÍ,GO,****,18/09/2011,23:30:00,0,1,NÃO
45051,ACIDENTE,RIO CLARO,SP,****,18/09/2011,16:10:00,0,1,NÃO
45070,ACIDENTE,IARAS,SP,****,19/09/2011,12:30:00,1,1,NÃO
45104,INCIDENTE,GUARULHOS,SP,SBGR,20/09/2011,11:30:00,0,1,NÃO
51792,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,22/09/2011,09:13:00,0,1,NÃO
51794,INCIDENTE,RIO DE JANEIRO,RJ,****,23/09/2011,00:13:00,0,1,NÃO
45109,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,24/09/2011,09:10:00,0,1,NÃO
45060,ACIDENTE,ITAPIRATINS,TO,****,25/09/2011,13:30:00,0,1,NÃO
45058,ACIDENTE,ITAITUBA,PA,****,26/09/2011,18:03:00,7,1,NÃO
51818,INCIDENTE,GUARULHOS,SP,SBGR,27/09/2011,22:16:00,0,1,NÃO
45061,ACIDENTE,GOIÂNIA,GO,SBGO,28/09/2011,12:35:00,2,1,NÃO
45310,ACIDENTE,MAUÉS,AM,****,28/09/2011,03:00:00,0,1,NÃO
51819,INCIDENTE,QUATRO IRMÃOS,RS,****,28/09/2011,14:00:00,0,1,NÃO
45054,ACIDENTE,SANTARÉM,PA,****,29/09/2011,18:15:00,2,1,NÃO
45094,INCIDENTE GRAVE,ANÁPOLIS,GO,SWNS,29/09/2011,20:00:00,0,1,NÃO
45062,ACIDENTE,AVARÉ,SP,****,30/09/2011,18:15:00,2,1,NÃO
45064,ACIDENTE,CURITIBA,PR,SBBI,01/10/2011,17:30:00,0,1,NÃO
45088,ACIDENTE,MARABÁ PAULISTA,SP,****,01/10/2011,23:40:00,2,1,NÃO
51783,INCIDENTE,GOIÂNIA,GO,SBGO,01/10/2011,14:40:00,0,1,NÃO
51815,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,01/10/2011,19:29:00,0,1,NÃO
45290,ACIDENTE,SANTO ÂNGELO,RS,****,02/10/2011,13:30:00,0,1,NÃO
51816,INCIDENTE,RIBEIRÃO PRETO,SP,****,03/10/2011,14:59:00,0,1,NÃO
51820,INCIDENTE,BEBEDOURO,SP,SDBB,03/10/2011,20:00:00,0,1,NÃO
45091,ACIDENTE,RIO DE JANEIRO,RJ,****,04/10/2011,17:00:00,0,1,NÃO
45087,ACIDENTE,ARÊS,RN,****,07/10/2011,08:30:00,3,1,NÃO
45089,ACIDENTE,MANHUAÇU,MG,****,07/10/2011,20:38:00,0,1,SIM
45096,INCIDENTE GRAVE,LONDRINA,PR,SBLO,07/10/2011,14:30:00,1,1,NÃO
45127,ACIDENTE,GOIÂNIA,GO,SWNV,09/10/2011,19:10:00,0,1,NÃO
45151,ACIDENTE,CARAUARI,AM,SWCA,09/10/2011,18:51:00,1,1,NÃO
48814,INCIDENTE,MARICÁ,RJ,SDMC,09/10/2011,12:30:00,0,1,NÃO
51823,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,10/10/2011,21:10:00,0,1,NÃO
51824,INCIDENTE,CAMPO GRANDE,MS,SBCG,10/10/2011,17:23:00,0,1,NÃO
45153,ACIDENTE,GUARULHOS,SP,****,11/10/2011,13:20:00,7,1,NÃO
51825,INCIDENTE,PIRACICABA,SP,SDPW,11/10/2011,18:10:00,0,1,NÃO
45229,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,13/10/2011,00:40:00,0,1,NÃO
45230,INCIDENTE,MACAÉ,RJ,****,13/10/2011,19:00:00,0,2,NÃO
51828,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,13/10/2011,20:17:00,0,1,NÃO
45149,INCIDENTE,SÃO PAULO,SP,SBMT,14/10/2011,14:45:00,0,1,NÃO
45215,INCIDENTE GRAVE,POÇOS DE CALDAS,MG,****,14/10/2011,13:27:00,0,1,NÃO
45213,INCIDENTE GRAVE,LUZIÂNIA,GO,****,16/10/2011,13:50:00,0,1,NÃO
45553,INCIDENTE GRAVE,SÃO PAULO,SP,SBSP,16/10/2011,19:22:00,5,1,NÃO
45312,INCIDENTE GRAVE,CAMPINORTE,GO,****,17/10/2011,16:00:00,0,1,NÃO
45187,ACIDENTE,ITACOATIARA,AM,****,18/10/2011,19:50:00,2,1,NÃO
51830,INCIDENTE,SANTARÉM,PA,SBSN,20/10/2011,15:11:00,0,1,NÃO
45188,ACIDENTE,MONTENEGRO,RS,SSNG,21/10/2011,20:55:00,4,1,SIM
51831,INCIDENTE,MACAÉ,RJ,SBME,21/10/2011,18:30:00,0,1,NÃO
45212,INCIDENTE GRAVE,NOVO HAMBURGO,RS,SSNH,22/10/2011,15:30:00,2,1,NÃO
51784,INCIDENTE,MACAÉ,RJ,SBME,22/10/2011,18:30:00,0,1,NÃO
51834,INCIDENTE,PIRACICABA,SP,SDPW,23/10/2011,12:30:00,0,1,NÃO
51835,INCIDENTE,BOA VISTA,RR,****,23/10/2011,18:03:00,0,1,NÃO
45217,INCIDENTE,PIQUETE,SP,****,25/10/2011,20:35:00,0,1,NÃO
51785,INCIDENTE,BURITAMA,SP,SIBX,25/10/2011,19:15:00,0,1,NÃO
51836,INCIDENTE,SOROCABA,SP,SDCO,25/10/2011,14:40:00,0,1,NÃO
45226,INCIDENTE,GUARULHOS,SP,SBGR,27/10/2011,14:31:00,0,1,NÃO
45227,INCIDENTE,IPAMERI,GO,****,27/10/2011,09:21:00,0,1,NÃO
45307,ACIDENTE,BLUMENAU,SC,SSBL,27/10/2011,18:16:00,0,1,SIM
51851,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,28/10/2011,15:20:00,0,1,NÃO
45210,ACIDENTE,ORIXIMINÁ,PA,****,30/10/2011,19:10:00,0,1,NÃO
45218,INCIDENTE GRAVE,TIMON,MA,SNDR,30/10/2011,17:49:00,0,1,NÃO
45224,INCIDENTE,MACAÉ,RJ,****,31/10/2011,11:50:00,0,1,NÃO
45167,ACIDENTE,CONFRESA,MT,SJHG,01/11/2011,09:15:00,0,1,NÃO
45169,ACIDENTE,SANTA CLARA D'OESTE,SP,****,01/11/2011,19:28:00,0,1,NÃO
45768,INCIDENTE,BELO HORIZONTE,MG,SBBH,01/11/2011,03:00:00,0,1,NÃO
51853,INCIDENTE,TIRADENTES,MG,****,01/11/2011,14:30:00,0,1,NÃO
45271,ACIDENTE,NOVA ERECHIM,SC,****,02/11/2011,21:30:00,0,1,NÃO
45211,ACIDENTE,ELDORADO DO SUL,RS,****,05/11/2011,17:45:00,0,1,NÃO
51854,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,05/11/2011,12:52:00,0,1,NÃO
51855,INCIDENTE,ARAÇATUBA,SP,SBAU,08/11/2011,21:30:00,0,1,NÃO
51786,INCIDENTE,SÃO GABRIEL DA PALHA,ES,****,09/11/2011,19:42:00,0,1,NÃO
43655,INCIDENTE,MACAÉ,RJ,****,10/11/2011,18:35:00,0,1,NÃO
51787,INCIDENTE,BELÉM,PA,SBJC,10/11/2011,12:24:00,0,1,NÃO
51789,INCIDENTE,CAMPO FLORIDO,MG,SIRS,10/11/2011,17:30:00,0,1,NÃO
51856,INCIDENTE,PALMAS,TO,SBPJ,10/11/2011,12:26:00,0,1,NÃO
45269,ACIDENTE,MIGUELÓPOLIS,SP,****,11/11/2011,14:30:00,0,1,NÃO
45238,ACIDENTE,AIMORÉS,MG,****,12/11/2011,21:30:00,0,1,NÃO
45267,ACIDENTE,CUIABÁ,MT,****,12/11/2011,20:00:00,0,1,NÃO
51857,INCIDENTE,FORTALEZA,CE,SBFZ,12/11/2011,17:20:00,0,1,NÃO
45286,ACIDENTE,CONDEÚBA,BA,SIPO,14/11/2011,22:00:00,0,1,NÃO
45554,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,15/11/2011,02:15:00,20,1,SIM
51793,INCIDENTE,SANTANA DO PARAÍSO,MG,SBIP,15/11/2011,18:35:00,0,1,NÃO
45576,INCIDENTE GRAVE,PORTO ALEGRE,RS,SBPA,16/11/2011,15:35:00,3,1,NÃO
51775,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBBH,19/11/2011,15:37:00,0,1,NÃO
51858,INCIDENTE,LUZIÂNIA,GO,SWUZ,19/11/2011,17:00:00,0,1,NÃO
45268,ACIDENTE,ILHA COMPRIDA,SP,SDBV,20/11/2011,18:00:00,0,1,NÃO
45270,ACIDENTE,TABAPORÃ,MT,****,20/11/2011,19:00:00,0,1,NÃO
45280,ACIDENTE,ALTO ALEGRE,RR,****,22/11/2011,17:40:00,2,1,NÃO
51860,INCIDENTE,MACAÉ,RJ,SBME,22/11/2011,17:56:00,0,1,NÃO
45760,INCIDENTE,GUARULHOS,SP,****,23/11/2011,18:32:00,0,1,NÃO
51795,INCIDENTE,CAMPO GRANDE,MS,SBCG,23/11/2011,20:02:00,0,1,NÃO
45232,INCIDENTE GRAVE,LONDRINA,PR,****,24/11/2011,20:10:00,0,1,NÃO
51861,INCIDENTE,PORTO ALEGRE,RS,SBPA,24/11/2011,21:30:00,0,1,NÃO
53103,INCIDENTE GRAVE,ATIBAIA,SP,SDTB,24/11/2011,12:40:00,2,1,SIM
45233,INCIDENTE GRAVE,SANTA MARIA,RS,SBSM,25/11/2011,22:50:00,0,1,NÃO
45769,INCIDENTE,BELO HORIZONTE,MG,SBBH,25/11/2011,18:07:00,0,1,NÃO
51863,INCIDENTE,SÃO PAULO,SP,SBMT,25/11/2011,11:35:00,0,1,NÃO
45279,ACIDENTE,CARMO DO CAJURU,MG,****,26/11/2011,13:00:00,1,1,NÃO
45282,ACIDENTE,PIRACICABA,SP,****,26/11/2011,12:00:00,0,1,NÃO
45235,INCIDENTE GRAVE,CARAUARI,AM,****,27/11/2011,13:40:00,1,1,NÃO
45274,ACIDENTE,LONDRINA,PR,SBLO,27/11/2011,11:00:00,2,1,NÃO
45277,ACIDENTE,ÁGUA CLARA,MS,****,27/11/2011,10:10:00,0,1,NÃO
51776,INCIDENTE GRAVE,FLORIANÓPOLIS,SC,****,27/11/2011,12:00:00,0,1,NÃO
51864,INCIDENTE,GOIÂNIA,GO,SBGO,27/11/2011,17:02:00,0,2,NÃO
45247,ACIDENTE,MIRADOR,PR,****,30/11/2011,13:30:00,0,1,NÃO
45253,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,30/11/2011,17:56:00,0,1,SIM
45285,ACIDENTE,TRÊS RANCHOS,GO,****,30/11/2011,12:55:00,2,1,NÃO
51771,ACIDENTE,PORTO ALEGRE,RS,SBPA,01/12/2011,12:30:00,0,1,NÃO
45284,ACIDENTE,CAMPO NOVO DO PARECIS,MT,SJTO,02/12/2011,15:45:00,1,1,NÃO
51867,INCIDENTE,GUARULHOS,SP,SBGR,03/12/2011,01:30:00,0,1,NÃO
45237,INCIDENTE GRAVE,SENADOR GUIOMARD,AC,****,05/12/2011,20:28:00,1,1,NÃO
51868,INCIDENTE,GOIÂNIA,GO,SBGO,05/12/2011,19:28:00,0,1,NÃO
45252,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,08/12/2011,22:37:00,6,1,NÃO
45250,ACIDENTE,SÃO BENTO DO SUL,SC,****,09/12/2011,16:30:00,1,1,NÃO
45251,ACIDENTE,ARROIO GRANDE,RS,****,10/12/2011,10:55:00,1,1,SIM
45289,INCIDENTE,MANAUS,AM,SBEG,10/12/2011,11:20:00,0,1,NÃO
51869,INCIDENTE,GUARULHOS,SP,SBGR,10/12/2011,17:38:00,0,1,NÃO
45236,INCIDENTE,CAMPINAS,SP,****,11/12/2011,14:13:00,0,1,NÃO
51870,INCIDENTE,GUARULHOS,SP,SBGR,13/12/2011,19:59:00,0,1,NÃO
45313,INCIDENTE,BRASÍLIA,DF,SBBR,14/12/2011,16:55:00,0,1,NÃO
45296,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,15/12/2011,13:13:00,0,1,NÃO
51872,INCIDENTE,CAMPO GRANDE,MS,SBCG,15/12/2011,21:20:00,0,1,NÃO
51873,INCIDENTE,SÃO PAULO,SP,****,17/12/2011,14:00:00,0,1,NÃO
51796,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,19/12/2011,10:50:00,0,1,NÃO
51874,INCIDENTE,PETROLINA,PE,SBPL,19/12/2011,20:24:00,0,1,NÃO
45288,ACIDENTE,SÃO BORJA,RS,****,20/12/2011,18:00:00,0,1,NÃO
51877,INCIDENTE,MACAÉ,RJ,****,20/12/2011,11:50:00,0,1,NÃO
45272,ACIDENTE,ERECHIM,RS,SSER,21/12/2011,10:00:00,2,1,SIM
45273,ACIDENTE,PORTO ALEGRE,RS,SSBN,21/12/2011,14:50:00,2,1,SIM
45294,INCIDENTE,RIO VERDE,GO,****,21/12/2011,11:28:00,0,1,NÃO
45529,ACIDENTE,NOVO PROGRESSO,PA,****,21/12/2011,16:50:00,0,1,NÃO
51777,INCIDENTE GRAVE,BEBEDOURO,SP,SDBB,23/12/2011,20:40:00,0,1,NÃO
45311,ACIDENTE,GOIÂNIA,GO,****,24/12/2011,13:45:00,0,1,NÃO
51878,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,24/12/2011,22:15:00,0,1,NÃO
45292,INCIDENTE GRAVE,FORMIGA,MG,****,26/12/2011,21:30:00,0,1,NÃO
45328,INCIDENTE,SÃO PAULO,SP,****,28/12/2011,03:17:00,0,1,NÃO
45450,INCIDENTE,CONFINS,MG,****,28/12/2011,19:00:00,0,1,NÃO
45293,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,29/12/2011,18:51:00,0,1,SIM
45327,INCIDENTE,CONFINS,MG,SBCF,29/12/2011,06:48:00,0,1,NÃO
45930,ACIDENTE,AQUIRAZ,CE,****,29/12/2011,12:00:00,0,1,NÃO
51880,INCIDENTE,GUARULHOS,SP,****,29/12/2011,09:00:00,0,1,NÃO
51881,INCIDENTE,BELO HORIZONTE,MG,****,29/12/2011,17:18:00,0,1,NÃO
51882,INCIDENTE,GUARULHOS,SP,SBGR,29/12/2011,14:11:00,0,1,NÃO
51883,INCIDENTE,NAVEGANTES,SC,SBNF,29/12/2011,18:33:00,0,2,NÃO
45291,ACIDENTE,IGUABA GRANDE,RJ,****,30/12/2011,17:40:00,1,1,NÃO
45655,INCIDENTE,MANAUS,AM,****,30/12/2011,14:00:00,0,1,NÃO
52242,INCIDENTE,PORTO ALEGRE,RS,SBPA,05/01/2012,20:27:00,0,1,NÃO
45331,ACIDENTE,GUARULHOS,SP,SBGR,06/01/2012,13:44:00,3,1,NÃO
45333,ACIDENTE,VIAMÃO,RS,****,06/01/2012,13:00:00,0,1,NÃO
45401,ACIDENTE,SÃO SEBASTIÃO,SP,****,06/01/2012,17:00:00,0,1,NÃO
45407,ACIDENTE,SÃO SEPÉ,RS,****,06/01/2012,16:30:00,0,1,NÃO
52243,INCIDENTE,UBATUBA,SP,****,06/01/2012,14:30:00,0,1,NÃO
50713,INCIDENTE GRAVE,CAMPINAS,SP,SDAI,07/01/2012,18:15:00,0,1,NÃO
45334,INCIDENTE,BELÉM,PA,SBBE,08/01/2012,19:12:00,0,1,NÃO
45391,ACIDENTE,CONCEIÇÃO DAS ALAGOAS,MG,****,08/01/2012,16:00:00,0,1,NÃO
52244,INCIDENTE,UBERLÂNDIA,MG,SBUL,08/01/2012,22:13:00,0,1,NÃO
45332,ACIDENTE,VIAMÃO,RS,****,09/01/2012,13:30:00,0,1,NÃO
52245,INCIDENTE,PORTO ALEGRE,RS,SBPA,09/01/2012,13:36:00,0,1,NÃO
45396,INCIDENTE GRAVE,MARABÁ,PA,SBMA,11/01/2012,11:21:00,0,1,NÃO
45408,ACIDENTE,ELDORADO,SP,****,11/01/2012,13:45:00,0,1,NÃO
45447,INCIDENTE,RIO BRANCO,AC,****,13/01/2012,18:15:00,0,1,NÃO
45409,ACIDENTE,CÁCERES,MT,****,14/01/2012,10:00:00,0,1,NÃO
45693,INCIDENTE,MACAÉ,RJ,****,14/01/2012,10:30:00,0,1,NÃO
52246,INCIDENTE,BRASÍLIA,DF,SBBR,16/01/2012,16:47:00,0,1,NÃO
50714,INCIDENTE GRAVE,CAMOCIM,CE,SNWC,17/01/2012,18:25:00,0,1,NÃO
45399,INCIDENTE GRAVE,MUANÁ,PA,****,18/01/2012,17:35:00,0,1,NÃO
52247,INCIDENTE,BELO HORIZONTE,MG,SBPR,18/01/2012,13:10:00,0,1,NÃO
45392,ACIDENTE,BRASÍLIA,DF,****,19/01/2012,21:30:00,2,1,NÃO
45390,ACIDENTE,CACHOEIRA DOURADA,GO,****,20/01/2012,21:00:00,0,1,NÃO
45405,INCIDENTE,CUIABÁ,MT,****,20/01/2012,08:00:00,0,1,NÃO
45582,INCIDENTE GRAVE,RONDONÓPOLIS,MT,SWRD,20/01/2012,17:00:00,0,1,SIM
45400,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,21/01/2012,14:50:00,4,1,NÃO
45410,ACIDENTE,BRAGANÇA PAULISTA,SP,SDVH,21/01/2012,23:30:00,0,1,SIM
